the_geom,the_geom_webmercator,collection_date,count,test_result,etl_timestamp,objectid
,,2020-12-25 05:00:00+00,4283,negative,2024-12-09 16:00:01.938486+00,284137
,,2021-04-06 04:00:00+00,673,positive,2024-12-09 16:00:01.938486+00,284138
,,2020-11-14 05:00:00+00,6032,negative,2024-12-09 16:00:01.938486+00,284139
,,2023-01-01 05:00:00+00,157,positive,2024-12-09 16:00:01.938486+00,284140
,,2023-05-04 04:00:00+00,572,negative,2024-12-09 16:00:01.938486+00,284141
,,2023-04-19 04:00:00+00,16,positive,2024-12-09 16:00:01.938486+00,284142
,,2021-03-18 04:00:00+00,8105,negative,2024-12-09 16:00:01.938486+00,284143
,,2020-11-01 04:00:00+00,270,positive,2024-12-09 16:00:01.938486+00,284144
,,2022-12-15 05:00:00+00,1555,negative,2024-12-09 16:00:01.938486+00,284145
,,2023-12-14 05:00:00+00,118,positive,2024-12-09 16:00:01.938486+00,284146
,,2021-10-31 04:00:00+00,137,positive,2024-12-09 16:00:01.938486+00,284147
,,2022-11-14 05:00:00+00,219,positive,2024-12-09 16:00:01.938486+00,284148
,,2022-02-21 05:00:00+00,4321,negative,2024-12-09 16:00:01.938486+00,284149
,,2023-08-13 04:00:00+00,77,negative,2024-12-09 16:00:01.938486+00,284150
,,2020-06-22 04:00:00+00,2213,negative,2024-12-09 16:00:01.938486+00,284151
,,2022-07-04 04:00:00+00,1011,negative,2024-12-09 16:00:01.938486+00,284152
,,2023-03-26 04:00:00+00,669,negative,2024-12-09 16:00:01.938486+00,284153
,,2023-07-19 04:00:00+00,15,positive,2024-12-09 16:00:01.938486+00,284154
,,2024-04-16 04:00:00+00,154,negative,2024-12-09 16:00:01.938486+00,284155
,,2021-02-06 05:00:00+00,293,positive,2024-12-09 16:00:01.938486+00,284156
,,2021-06-21 04:00:00+00,3762,negative,2024-12-09 16:00:01.938486+00,284157
,,2021-02-23 05:00:00+00,311,positive,2024-12-09 16:00:01.938486+00,284158
,,2020-10-23 04:00:00+00,6907,negative,2024-12-09 16:00:01.938486+00,284159
,,2022-11-20 05:00:00+00,108,positive,2024-12-09 16:00:01.938486+00,284160
,,2023-04-12 04:00:00+00,630,negative,2024-12-09 16:00:01.938486+00,284161
,,2023-11-19 05:00:00+00,60,positive,2024-12-09 16:00:01.938486+00,284162
,,2021-07-21 04:00:00+00,4132,negative,2024-12-09 16:00:01.938486+00,284163
,,2020-09-20 04:00:00+00,37,positive,2024-12-09 16:00:01.938486+00,284164
,,2022-08-12 04:00:00+00,2032,negative,2024-12-09 16:00:01.938486+00,284165
,,2022-03-28 04:00:00+00,123,positive,2024-12-09 16:00:01.938486+00,284166
,,2024-03-17 04:00:00+00,150,negative,2024-12-09 16:00:01.938486+00,284167
,,2020-05-12 04:00:00+00,1430,negative,2024-12-09 16:00:01.938486+00,284168
,,2021-11-23 05:00:00+00,309,positive,2024-12-09 16:00:01.938486+00,284169
,,2021-05-21 04:00:00+00,146,positive,2024-12-09 16:00:01.938486+00,284170
,,2021-01-04 05:00:00+00,6339,negative,2024-12-09 16:00:01.938486+00,284171
,,2023-02-17 05:00:00+00,173,positive,2024-12-09 16:00:01.938486+00,284172
,,2023-06-22 04:00:00+00,118,negative,2024-12-09 16:00:01.938486+00,284173
,,2020-04-17 04:00:00+00,976,negative,2024-12-09 16:00:01.938486+00,284174
,,2023-10-13 04:00:00+00,54,positive,2024-12-09 16:00:01.938486+00,284175
,,2022-09-08 04:00:00+00,1874,negative,2024-12-09 16:00:01.938486+00,284176
,,2020-08-12 04:00:00+00,125,positive,2024-12-09 16:00:01.938486+00,284177
,,2021-08-15 04:00:00+00,2374,negative,2024-12-09 16:00:01.938486+00,284178
,,2024-02-19 05:00:00+00,179,negative,2024-12-09 16:00:01.938486+00,284179
,,2022-01-01 05:00:00+00,1284,positive,2024-12-09 16:00:01.938486+00,284180
,,2022-05-04 04:00:00+00,383,positive,2024-12-09 16:00:01.938486+00,284181
,,2020-11-30 05:00:00+00,1281,positive,2024-12-09 16:00:01.938486+00,284182
,,2023-05-20 04:00:00+00,10,positive,2024-12-09 16:00:01.938486+00,284183
,,2021-04-22 04:00:00+00,9926,negative,2024-12-09 16:00:01.938486+00,284184
,,2023-01-17 05:00:00+00,1147,negative,2024-12-09 16:00:01.938486+00,284185
,,2023-10-23 04:00:00+00,168,negative,2024-12-09 16:00:01.938486+00,284186
,,2020-05-01 04:00:00+00,330,positive,2024-12-09 16:00:01.938486+00,284187
,,2020-08-30 04:00:00+00,2831,negative,2024-12-09 16:00:01.938486+00,284188
,,2021-08-01 04:00:00+00,128,positive,2024-12-09 16:00:01.938486+00,284189
,,2022-08-17 04:00:00+00,299,positive,2024-12-09 16:00:01.938486+00,284190
,,2021-12-14 05:00:00+00,11043,negative,2024-12-09 16:00:01.938486+00,284191
,,2022-04-24 04:00:00+00,1523,negative,2024-12-09 16:00:01.938486+00,284192
,,2024-03-12 04:00:00+00,45,positive,2024-12-09 16:00:01.938486+00,284193
,,2024-02-28 05:00:00+00,78,positive,2024-12-09 16:00:01.938486+00,284194
,,2023-11-05 04:00:00+00,134,negative,2024-12-09 16:00:01.938486+00,284195
,,2022-04-11 04:00:00+00,3583,negative,2024-12-09 16:00:01.938486+00,284196
,,2021-08-08 04:00:00+00,171,positive,2024-12-09 16:00:01.938486+00,284197
,,2020-09-06 04:00:00+00,3172,negative,2024-12-09 16:00:01.938486+00,284198
,,2021-12-07 05:00:00+00,12123,negative,2024-12-09 16:00:01.938486+00,284199
,,2020-04-24 04:00:00+00,474,positive,2024-12-09 16:00:01.938486+00,284200
,,2022-08-30 04:00:00+00,304,positive,2024-12-09 16:00:01.938486+00,284201
,,2022-12-10 05:00:00+00,1086,negative,2024-12-09 16:00:01.938486+00,284202
,,2023-04-24 04:00:00+00,21,positive,2024-12-09 16:00:01.938486+00,284203
,,2021-03-07 05:00:00+00,3189,negative,2024-12-09 16:00:01.938486+00,284204
,,2020-11-12 05:00:00+00,1147,positive,2024-12-09 16:00:01.938486+00,284205
,,2020-09-30 04:00:00+00,183,positive,2024-12-09 16:00:01.938486+00,284206
,,2023-11-29 05:00:00+00,108,positive,2024-12-09 16:00:01.938486+00,284207
,,2022-07-21 04:00:00+00,2184,negative,2024-12-09 16:00:01.938486+00,284208
,,2024-04-08 04:00:00+00,168,negative,2024-12-09 16:00:01.938486+00,284209
,,2021-06-29 04:00:00+00,3479,negative,2024-12-09 16:00:01.938486+00,284210
,,2021-11-13 05:00:00+00,187,positive,2024-12-09 16:00:01.938486+00,284211
,,2020-06-03 04:00:00+00,2077,negative,2024-12-09 16:00:01.938486+00,284212
,,2022-03-18 04:00:00+00,50,positive,2024-12-09 16:00:01.938486+00,284213
,,2021-02-15 05:00:00+00,6740,negative,2024-12-09 16:00:01.938486+00,284214
,,2024-04-23 04:00:00+00,11,positive,2024-12-09 16:00:01.938486+00,284215
,,2021-06-12 04:00:00+00,24,positive,2024-12-09 16:00:01.938486+00,284216
,,2023-03-19 04:00:00+00,46,positive,2024-12-09 16:00:01.938486+00,284217
,,2023-07-26 04:00:00+00,79,negative,2024-12-09 16:00:01.938486+00,284218
,,2021-07-18 04:00:00+00,1681,negative,2024-12-09 16:00:01.938486+00,284219
,,2023-11-10 05:00:00+00,80,positive,2024-12-09 16:00:01.938486+00,284220
,,2022-04-06 04:00:00+00,241,positive,2024-12-09 16:00:01.938486+00,284221
,,2020-09-17 04:00:00+00,90,positive,2024-12-09 16:00:01.938486+00,284222
,,2022-08-03 04:00:00+00,1944,negative,2024-12-09 16:00:01.938486+00,284223
,,2024-03-26 04:00:00+00,200,negative,2024-12-09 16:00:01.938486+00,284224
,,2021-11-26 05:00:00+00,344,positive,2024-12-09 16:00:01.938486+00,284225
,,2020-05-15 04:00:00+00,1892,negative,2024-12-09 16:00:01.938486+00,284226
,,2023-04-30 04:00:00+00,349,negative,2024-12-09 16:00:01.938486+00,284227
,,2021-04-02 04:00:00+00,591,positive,2024-12-09 16:00:01.938486+00,284228
,,2023-01-05 05:00:00+00,337,positive,2024-12-09 16:00:01.938486+00,284229
,,2020-11-18 05:00:00+00,8758,negative,2024-12-09 16:00:01.938486+00,284230
,,2021-01-11 05:00:00+00,751,positive,2024-12-09 16:00:01.938486+00,284231
,,2023-02-08 05:00:00+00,1249,negative,2024-12-09 16:00:01.938486+00,284232
,,2023-07-01 04:00:00+00,12,positive,2024-12-09 16:00:01.938486+00,284233
,,2021-05-14 04:00:00+00,9695,negative,2024-12-09 16:00:01.938486+00,284234
,,2022-01-05 05:00:00+00,9247,negative,2024-12-09 16:00:01.938486+00,284235
,,2020-03-20 04:00:00+00,137,positive,2024-12-09 16:00:01.938486+00,284236
,,2021-09-12 04:00:00+00,228,positive,2024-12-09 16:00:01.938486+00,284237
,,2023-10-01 04:00:00+00,106,negative,2024-12-09 16:00:01.938486+00,284238
,,2024-01-30 05:00:00+00,122,positive,2024-12-09 16:00:01.938486+00,284239
,,2022-05-16 04:00:00+00,3422,negative,2024-12-09 16:00:01.938486+00,284240
,,2022-09-28 04:00:00+00,223,positive,2024-12-09 16:00:01.938486+00,284241
,,2020-08-08 04:00:00+00,2598,negative,2024-12-09 16:00:01.938486+00,284242
,,2023-01-14 05:00:00+00,746,negative,2024-12-09 16:00:01.938486+00,284243
,,2021-04-09 04:00:00+00,10751,negative,2024-12-09 16:00:01.938486+00,284244
,,2020-12-13 05:00:00+00,362,positive,2024-12-09 16:00:01.938486+00,284245
,,2023-05-23 04:00:00+00,18,positive,2024-12-09 16:00:01.938486+00,284246
,,2020-11-29 05:00:00+00,4802,negative,2024-12-09 16:00:01.938486+00,284247
,,2022-12-27 05:00:00+00,319,positive,2024-12-09 16:00:01.938486+00,284248
,,2023-05-09 04:00:00+00,547,negative,2024-12-09 16:00:01.938486+00,284249
,,2021-03-22 04:00:00+00,597,positive,2024-12-09 16:00:01.938486+00,284250
,,2021-01-24 05:00:00+00,4174,negative,2024-12-09 16:00:01.938486+00,284251
,,2023-03-09 05:00:00+00,77,positive,2024-12-09 16:00:01.938486+00,284252
,,2021-06-02 04:00:00+00,71,positive,2024-12-09 16:00:01.938486+00,284253
,,2023-07-04 04:00:00+00,78,negative,2024-12-09 16:00:01.938486+00,284254
,,2023-08-04 04:00:00+00,36,positive,2024-12-09 16:00:01.938486+00,284255
,,2021-10-20 04:00:00+00,12097,negative,2024-12-09 16:00:01.938486+00,284256
,,2022-11-05 04:00:00+00,1196,negative,2024-12-09 16:00:01.938486+00,284257
,,2023-12-23 05:00:00+00,175,negative,2024-12-09 16:00:01.938486+00,284258
,,2022-03-04 05:00:00+00,55,positive,2024-12-09 16:00:01.938486+00,284259
,,2020-06-11 04:00:00+00,100,positive,2024-12-09 16:00:01.938486+00,284260
,,2022-07-13 04:00:00+00,397,positive,2024-12-09 16:00:01.938486+00,284261
,,2023-04-10 04:00:00+00,31,positive,2024-12-09 16:00:01.938486+00,284262
,,2021-02-25 05:00:00+00,9573,negative,2024-12-09 16:00:01.938486+00,284263
,,2022-11-22 05:00:00+00,1964,negative,2024-12-09 16:00:01.938486+00,284264
,,2020-10-21 04:00:00+00,429,positive,2024-12-09 16:00:01.938486+00,284265
,,2021-06-25 04:00:00+00,31,positive,2024-12-09 16:00:01.938486+00,284266
,,2021-02-02 05:00:00+00,3357,negative,2024-12-09 16:00:01.938486+00,284267
,,2023-07-23 04:00:00+00,68,negative,2024-12-09 16:00:01.938486+00,284268
,,2023-03-22 04:00:00+00,42,positive,2024-12-09 16:00:01.938486+00,284269
,,2024-04-20 04:00:00+00,11,positive,2024-12-09 16:00:01.938486+00,284270
,,2020-07-06 04:00:00+00,2807,negative,2024-12-09 16:00:01.938486+00,284271
,,2022-02-07 05:00:00+00,8881,negative,2024-12-09 16:00:01.938486+00,284272
,,2024-01-01 05:00:00+00,121,positive,2024-12-09 16:00:01.938486+00,284273
,,2023-08-27 04:00:00+00,108,negative,2024-12-09 16:00:01.938486+00,284274
,,2021-10-13 04:00:00+00,330,positive,2024-12-09 16:00:01.938486+00,284275
,,2022-10-27 04:00:00+00,208,positive,2024-12-09 16:00:01.938486+00,284276
,,2022-06-20 04:00:00+00,1801,negative,2024-12-09 16:00:01.938486+00,284277
,,2022-06-01 04:00:00+00,520,positive,2024-12-09 16:00:01.938486+00,284278
,,2024-01-14 05:00:00+00,180,negative,2024-12-09 16:00:01.938486+00,284279
,,2021-09-28 04:00:00+00,10146,negative,2024-12-09 16:00:01.938486+00,284280
,,2022-10-14 04:00:00+00,1551,negative,2024-12-09 16:00:01.938486+00,284281
,,2023-09-15 04:00:00+00,111,positive,2024-12-09 16:00:01.938486+00,284282
,,2020-07-23 04:00:00+00,188,positive,2024-12-09 16:00:01.938486+00,284283
,,2022-01-21 05:00:00+00,943,positive,2024-12-09 16:00:01.938486+00,284284
,,2021-09-04 04:00:00+00,231,positive,2024-12-09 16:00:01.938486+00,284285
,,2022-01-13 05:00:00+00,10177,negative,2024-12-09 16:00:01.938486+00,284286
,,2022-09-20 04:00:00+00,258,positive,2024-12-09 16:00:01.938486+00,284287
,,2022-05-24 04:00:00+00,2952,negative,2024-12-09 16:00:01.938486+00,284288
,,2020-03-28 04:00:00+00,201,positive,2024-12-09 16:00:01.938486+00,284289
,,2020-07-31 04:00:00+00,3538,negative,2024-12-09 16:00:01.938486+00,284290
,,2024-02-07 05:00:00+00,126,positive,2024-12-09 16:00:01.938486+00,284291
,,2023-09-23 04:00:00+00,98,negative,2024-12-09 16:00:01.938486+00,284292
,,2023-05-31 04:00:00+00,113,negative,2024-12-09 16:00:01.938486+00,284293
,,2021-05-03 04:00:00+00,339,positive,2024-12-09 16:00:01.938486+00,284294
,,2023-02-07 05:00:00+00,291,positive,2024-12-09 16:00:01.938486+00,284295
,,2020-12-21 05:00:00+00,6064,negative,2024-12-09 16:00:01.938486+00,284296
,,2024-02-08 05:00:00+00,120,positive,2024-12-09 16:00:01.938486+00,284297
,,2022-09-19 04:00:00+00,273,positive,2024-12-09 16:00:01.938486+00,284298
,,2020-08-01 04:00:00+00,2348,negative,2024-12-09 16:00:01.938486+00,284299
,,2022-01-12 05:00:00+00,10065,negative,2024-12-09 16:00:01.938486+00,284300
,,2022-05-25 04:00:00+00,2944,negative,2024-12-09 16:00:01.938486+00,284301
,,2020-03-27 04:00:00+00,317,positive,2024-12-09 16:00:01.938486+00,284302
,,2023-09-22 04:00:00+00,143,negative,2024-12-09 16:00:01.938486+00,284303
,,2021-09-05 04:00:00+00,158,positive,2024-12-09 16:00:01.938486+00,284304
,,2022-04-20 04:00:00+00,268,positive,2024-12-09 16:00:01.938486+00,284305
,,2022-08-21 04:00:00+00,1048,negative,2024-12-09 16:00:01.938486+00,284306
,,2023-10-27 04:00:00+00,80,positive,2024-12-09 16:00:01.938486+00,284307
,,2021-12-18 05:00:00+00,688,positive,2024-12-09 16:00:01.938486+00,284308
,,2020-08-26 04:00:00+00,133,positive,2024-12-09 16:00:01.938486+00,284309
,,2024-03-08 05:00:00+00,209,negative,2024-12-09 16:00:01.938486+00,284310
,,2020-05-05 04:00:00+00,1338,negative,2024-12-09 16:00:01.938486+00,284311
,,2021-07-28 04:00:00+00,4063,negative,2024-12-09 16:00:01.938486+00,284312
,,2022-02-08 05:00:00+00,8900,negative,2024-12-09 16:00:01.938486+00,284313
,,2022-10-28 04:00:00+00,210,positive,2024-12-09 16:00:01.938486+00,284314
,,2020-07-05 04:00:00+00,1877,negative,2024-12-09 16:00:01.938486+00,284315
,,2021-10-12 04:00:00+00,353,positive,2024-12-09 16:00:01.938486+00,284316
,,2023-08-28 04:00:00+00,159,negative,2024-12-09 16:00:01.938486+00,284317
,,2022-06-19 04:00:00+00,1236,negative,2024-12-09 16:00:01.938486+00,284318
,,2023-12-31 05:00:00+00,112,positive,2024-12-09 16:00:01.938486+00,284319
,,2021-06-10 04:00:00+00,5835,negative,2024-12-09 16:00:01.938486+00,284320
,,2021-02-17 05:00:00+00,337,positive,2024-12-09 16:00:01.938486+00,284321
,,2024-04-25 04:00:00+00,115,negative,2024-12-09 16:00:01.938486+00,284322
,,2023-07-28 04:00:00+00,31,positive,2024-12-09 16:00:01.938486+00,284323
,,2023-03-17 04:00:00+00,822,negative,2024-12-09 16:00:01.938486+00,284324
,,2021-02-24 05:00:00+00,8838,negative,2024-12-09 16:00:01.938486+00,284325
,,2022-11-23 05:00:00+00,1678,negative,2024-12-09 16:00:01.938486+00,284326
,,2023-04-09 04:00:00+00,13,positive,2024-12-09 16:00:01.938486+00,284327
,,2020-10-22 04:00:00+00,438,positive,2024-12-09 16:00:01.938486+00,284328
,,2023-12-08 05:00:00+00,112,positive,2024-12-09 16:00:01.938486+00,284329
,,2022-03-09 05:00:00+00,64,positive,2024-12-09 16:00:01.938486+00,284330
,,2020-10-07 04:00:00+00,235,positive,2024-12-09 16:00:01.938486+00,284331
,,2021-07-06 04:00:00+00,3964,negative,2024-12-09 16:00:01.938486+00,284332
,,2020-05-27 04:00:00+00,2235,negative,2024-12-09 16:00:01.938486+00,284333
,,2021-11-06 04:00:00+00,134,positive,2024-12-09 16:00:01.938486+00,284334
,,2022-07-30 04:00:00+00,1197,negative,2024-12-09 16:00:01.938486+00,284335
,,2024-03-30 04:00:00+00,130,negative,2024-12-09 16:00:01.938486+00,284336
,,2021-06-03 04:00:00+00,73,positive,2024-12-09 16:00:01.938486+00,284337
,,2023-03-08 05:00:00+00,101,positive,2024-12-09 16:00:01.938486+00,284338
,,2023-07-05 04:00:00+00,72,negative,2024-12-09 16:00:01.938486+00,284339
,,2021-01-23 05:00:00+00,6570,negative,2024-12-09 16:00:01.938486+00,284340
,,2022-06-06 04:00:00+00,427,positive,2024-12-09 16:00:01.938486+00,284341
,,2020-07-12 04:00:00+00,94,positive,2024-12-09 16:00:01.938486+00,284342
,,2024-01-19 05:00:00+00,177,negative,2024-12-09 16:00:01.938486+00,284343
,,2021-09-17 04:00:00+00,9872,negative,2024-12-09 16:00:01.938486+00,284344
,,2022-10-09 04:00:00+00,1106,negative,2024-12-09 16:00:01.938486+00,284345
,,2022-02-01 05:00:00+00,564,positive,2024-12-09 16:00:01.938486+00,284346
,,2023-09-10 04:00:00+00,64,positive,2024-12-09 16:00:01.938486+00,284347
,,2023-05-24 04:00:00+00,24,positive,2024-12-09 16:00:01.938486+00,284348
,,2020-12-12 05:00:00+00,514,positive,2024-12-09 16:00:01.938486+00,284349
,,2021-04-10 04:00:00+00,5514,negative,2024-12-09 16:00:01.938486+00,284350
,,2023-01-13 05:00:00+00,1117,negative,2024-12-09 16:00:01.938486+00,284351
,,2020-08-10 04:00:00+00,3285,negative,2024-12-09 16:00:01.938486+00,284352
,,2021-08-13 04:00:00+00,337,positive,2024-12-09 16:00:01.938486+00,284353
,,2024-02-21 05:00:00+00,91,positive,2024-12-09 16:00:01.938486+00,284354
,,2020-04-19 04:00:00+00,218,positive,2024-12-09 16:00:01.938486+00,284355
,,2023-10-11 04:00:00+00,165,negative,2024-12-09 16:00:01.938486+00,284356
,,2022-09-06 04:00:00+00,358,positive,2024-12-09 16:00:01.938486+00,284357
,,2022-05-06 04:00:00+00,2738,negative,2024-12-09 16:00:01.938486+00,284358
,,2022-01-03 05:00:00+00,7815,negative,2024-12-09 16:00:01.938486+00,284359
,,2023-06-30 04:00:00+00,16,positive,2024-12-09 16:00:01.938486+00,284360
,,2023-02-09 05:00:00+00,1330,negative,2024-12-09 16:00:01.938486+00,284361
,,2021-01-12 05:00:00+00,605,positive,2024-12-09 16:00:01.938486+00,284362
,,2021-05-13 04:00:00+00,6164,negative,2024-12-09 16:00:01.938486+00,284363
,,2022-12-23 05:00:00+00,1339,negative,2024-12-09 16:00:01.938486+00,284364
,,2020-11-25 05:00:00+00,1143,positive,2024-12-09 16:00:01.938486+00,284365
,,2023-05-13 04:00:00+00,10,positive,2024-12-09 16:00:01.938486+00,284366
,,2021-03-26 04:00:00+00,7913,negative,2024-12-09 16:00:01.938486+00,284367
,,2021-07-19 04:00:00+00,4010,negative,2024-12-09 16:00:01.938486+00,284368
,,2022-04-07 04:00:00+00,168,positive,2024-12-09 16:00:01.938486+00,284369
,,2023-11-09 05:00:00+00,106,positive,2024-12-09 16:00:01.938486+00,284370
,,2020-09-18 04:00:00+00,115,positive,2024-12-09 16:00:01.938486+00,284371
,,2021-11-25 05:00:00+00,72,positive,2024-12-09 16:00:01.938486+00,284372
,,2024-03-27 04:00:00+00,197,negative,2024-12-09 16:00:01.938486+00,284373
,,2020-05-14 04:00:00+00,1934,negative,2024-12-09 16:00:01.938486+00,284374
,,2022-08-02 04:00:00+00,2084,negative,2024-12-09 16:00:01.938486+00,284375
,,2023-04-03 04:00:00+00,707,negative,2024-12-09 16:00:01.938486+00,284376
,,2021-03-02 05:00:00+00,288,positive,2024-12-09 16:00:01.938486+00,284377
,,2022-11-29 05:00:00+00,262,positive,2024-12-09 16:00:01.938486+00,284378
,,2020-10-16 04:00:00+00,5402,negative,2024-12-09 16:00:01.938486+00,284379
,,2020-09-29 04:00:00+00,157,positive,2024-12-09 16:00:01.938486+00,284380
,,2021-06-28 04:00:00+00,3327,negative,2024-12-09 16:00:01.938486+00,284381
,,2022-03-17 04:00:00+00,69,positive,2024-12-09 16:00:01.938486+00,284382
,,2020-06-04 04:00:00+00,1562,negative,2024-12-09 16:00:01.938486+00,284383
,,2022-07-22 04:00:00+00,1721,negative,2024-12-09 16:00:01.938486+00,284384
,,2024-04-07 04:00:00+00,120,negative,2024-12-09 16:00:01.938486+00,284385
,,2021-11-14 05:00:00+00,168,positive,2024-12-09 16:00:01.938486+00,284386
,,2023-11-30 05:00:00+00,106,positive,2024-12-09 16:00:01.938486+00,284387
,,2022-12-18 05:00:00+00,135,positive,2024-12-09 16:00:01.938486+00,284388
,,2021-03-15 04:00:00+00,495,positive,2024-12-09 16:00:01.938486+00,284389
,,2020-11-04 05:00:00+00,6034,negative,2024-12-09 16:00:01.938486+00,284390
,,2023-04-16 04:00:00+00,376,negative,2024-12-09 16:00:01.938486+00,284391
,,2020-04-25 04:00:00+00,254,positive,2024-12-09 16:00:01.938486+00,284392
,,2023-11-06 05:00:00+00,194,negative,2024-12-09 16:00:01.938486+00,284393
,,2020-09-05 04:00:00+00,2890,negative,2024-12-09 16:00:01.938486+00,284394
,,2022-08-31 04:00:00+00,291,positive,2024-12-09 16:00:01.938486+00,284395
,,2021-12-08 05:00:00+00,12439,negative,2024-12-09 16:00:01.938486+00,284396
,,2021-08-07 04:00:00+00,175,positive,2024-12-09 16:00:01.938486+00,284397
,,2022-04-10 04:00:00+00,1319,negative,2024-12-09 16:00:01.938486+00,284398
,,2024-02-27 05:00:00+00,95,positive,2024-12-09 16:00:01.938486+00,284399
,,2022-10-18 04:00:00+00,209,positive,2024-12-09 16:00:01.938486+00,284400
,,2022-05-28 04:00:00+00,1463,negative,2024-12-09 16:00:01.938486+00,284401
,,2022-01-25 05:00:00+00,10660,negative,2024-12-09 16:00:01.938486+00,284402
,,2023-09-19 04:00:00+00,128,negative,2024-12-09 16:00:01.938486+00,284403
,,2021-09-24 04:00:00+00,283,positive,2024-12-09 16:00:01.938486+00,284404
,,2024-01-10 05:00:00+00,177,positive,2024-12-09 16:00:01.938486+00,284405
,,2020-07-19 04:00:00+00,2363,negative,2024-12-09 16:00:01.938486+00,284406
,,2023-05-19 04:00:00+00,25,positive,2024-12-09 16:00:01.938486+00,284407
,,2021-04-21 04:00:00+00,8066,negative,2024-12-09 16:00:01.938486+00,284408
,,2020-12-01 05:00:00+00,1299,positive,2024-12-09 16:00:01.938486+00,284409
,,2023-01-18 05:00:00+00,1294,negative,2024-12-09 16:00:01.938486+00,284410
,,2020-08-23 04:00:00+00,2297,negative,2024-12-09 16:00:01.938486+00,284411
,,2020-04-06 04:00:00+00,584,positive,2024-12-09 16:00:01.938486+00,284412
,,2021-08-26 04:00:00+00,357,positive,2024-12-09 16:00:01.938486+00,284413
,,2024-02-18 05:00:00+00,59,positive,2024-12-09 16:00:01.938486+00,284414
,,2023-10-14 04:00:00+00,138,negative,2024-12-09 16:00:01.938486+00,284415
,,2022-05-03 04:00:00+00,2924,negative,2024-12-09 16:00:01.938486+00,284416
,,2021-12-21 05:00:00+00,12801,negative,2024-12-09 16:00:01.938486+00,284417
,,2022-09-09 04:00:00+00,247,positive,2024-12-09 16:00:01.938486+00,284418
,,2021-05-22 04:00:00+00,82,positive,2024-12-09 16:00:01.938486+00,284419
,,2023-02-16 05:00:00+00,204,positive,2024-12-09 16:00:01.938486+00,284420
,,2023-06-23 04:00:00+00,114,negative,2024-12-09 16:00:01.938486+00,284421
,,2021-01-03 05:00:00+00,4035,negative,2024-12-09 16:00:01.938486+00,284422
,,2021-10-07 04:00:00+00,10766,negative,2024-12-09 16:00:01.938486+00,284423
,,2020-06-30 04:00:00+00,149,positive,2024-12-09 16:00:01.938486+00,284424
,,2022-02-13 05:00:00+00,72,positive,2024-12-09 16:00:01.938486+00,284425
,,2022-06-26 04:00:00+00,203,positive,2024-12-09 16:00:01.938486+00,284426
,,2022-10-21 04:00:00+00,1529,negative,2024-12-09 16:00:01.938486+00,284427
,,2024-01-07 05:00:00+00,230,negative,2024-12-09 16:00:01.938486+00,284428
,,2023-08-21 04:00:00+00,89,positive,2024-12-09 16:00:01.938486+00,284429
,,2021-02-22 05:00:00+00,293,positive,2024-12-09 16:00:01.938486+00,284430
,,2023-04-11 04:00:00+00,616,negative,2024-12-09 16:00:01.938486+00,284431
,,2020-10-24 04:00:00+00,4722,negative,2024-12-09 16:00:01.938486+00,284432
,,2022-11-21 05:00:00+00,218,positive,2024-12-09 16:00:01.938486+00,284433
,,2021-07-04 04:00:00+00,10,positive,2024-12-09 16:00:01.938486+00,284434
,,2022-07-28 04:00:00+00,355,positive,2024-12-09 16:00:01.938486+00,284435
,,2024-04-01 04:00:00+00,28,positive,2024-12-09 16:00:01.938486+00,284436
,,2022-03-11 05:00:00+00,4382,negative,2024-12-09 16:00:01.938486+00,284437
,,2020-05-29 04:00:00+00,196,positive,2024-12-09 16:00:01.938486+00,284438
,,2020-10-05 04:00:00+00,4300,negative,2024-12-09 16:00:01.938486+00,284439
,,2023-12-06 05:00:00+00,207,negative,2024-12-09 16:00:01.938486+00,284440
,,2021-11-08 05:00:00+00,10950,negative,2024-12-09 16:00:01.938486+00,284441
,,2022-11-15 05:00:00+00,181,positive,2024-12-09 16:00:01.938486+00,284442
,,2022-07-03 04:00:00+00,1220,negative,2024-12-09 16:00:01.938486+00,284443
,,2023-08-14 04:00:00+00,116,negative,2024-12-09 16:00:01.938486+00,284444
,,2020-06-21 04:00:00+00,1474,negative,2024-12-09 16:00:01.938486+00,284445
,,2023-12-13 05:00:00+00,126,positive,2024-12-09 16:00:01.938486+00,284446
,,2021-10-30 04:00:00+00,119,positive,2024-12-09 16:00:01.938486+00,284447
,,2022-02-22 05:00:00+00,7766,negative,2024-12-09 16:00:01.938486+00,284448
,,2021-01-30 05:00:00+00,255,positive,2024-12-09 16:00:01.938486+00,284449
,,2023-07-10 04:00:00+00,34,positive,2024-12-09 16:00:01.938486+00,284450
,,2021-05-27 04:00:00+00,8046,negative,2024-12-09 16:00:01.938486+00,284451
,,2023-03-03 05:00:00+00,1032,negative,2024-12-09 16:00:01.938486+00,284452
,,2020-11-15 05:00:00+00,5871,negative,2024-12-09 16:00:01.938486+00,284453
,,2023-01-02 05:00:00+00,268,positive,2024-12-09 16:00:01.938486+00,284454
,,2023-05-03 04:00:00+00,567,negative,2024-12-09 16:00:01.938486+00,284455
,,2021-04-05 04:00:00+00,748,positive,2024-12-09 16:00:01.938486+00,284456
,,2023-02-04 05:00:00+00,800,negative,2024-12-09 16:00:01.938486+00,284457
